210,1,2018/11/14,84,18,943214
211,3,2017/10/21,222,377,336518
212,3,2019/4/8,313,110,351229
213,3,2019/5/20,16,572,810119
214,1,2019/10/3,259,842,656903
215,3,2017/1/23,576,389,359297
216,3,2019/10/22,146,328,580731
217,3,2019/11/21,144,362,970831
218,1,2020/8/10,194,848,950404
219,3,2020/4/4,375,922,799761
220,3,2018/1/16,432,529,446590
221,1,2017/11/20,655,790,15319
222,2,2019/11/16,877,34,33533
223,2,2017/3/26,539,171,349405
224,1,2018/9/16,134,843,245534
225,2,2020/9/3,235,198,144174
226,3,2020/9/19,876,926,417463
227,3,2018/10/17,398,832,805482
228,3,2020/11/23,846,197,192303
229,2,2019/7/8,231,342,886295
230,2,2017/9/14,228,279,600432
231,2,2018/8/25,506,717,226702
232,2,2019/1/4,193,437,899529
233,1,2019/3/26,116,591,850095
234,2,2018/9/26,749,655,550023
235,1,2018/10/25,992,831,762869
236,2,2019/1/11,873,673,423906
237,3,2019/9/25,40,592,398869
238,1,2018/12/8,269,778,457056
239,3,2017/11/24,146,108,427691
240,2,2017/10/14,599,684,246976
241,3,2019/9/18,812,901,475656
242,2,2020/11/13,753,462,587590
243,3,2019/11/26,360,476,386970
244,1,2017/12/21,36,566,170788
245,1,2019/1/4,134,100,92423
246,2,2020/4/22,904,768,866218
247,1,2017/12/4,351,404,938583
248,3,2019/11/25,728,558,881993
249,3,2017/7/15,247,33,913438
250,1,2020/1/13,868,876,210378
251,1,2020/8/8,11,991,147631
252,1,2017/2/7,614,560,24767
253,2,2019/9/7,369,404,956872
254,1,2020/11/27,87,967,540664
255,3,2020/3/20,275,129,117133
256,3,2019/7/21,118,404,272239
257,1,2020/11/5,381,370,521294
258,2,2020/6/7,266,810,227621
259,3,2019/4/16,43,13,644301
260,1,2018/5/17,924,56,923097
261,2,2018/2/14,682,618,393031
262,3,2018/6/3,194,449,415807
263,3,2020/2/25,718,859,868241
264,2,2020/10/4,543,79,476690
265,2,2018/6/15,871,631,464677
266,1,2018/4/5,554,74,80429
267,3,2017/2/1,893,649,395880
268,3,2018/11/10,944,805,759670
269,2,2020/6/6,216,648,66700
270,1,2020/4/26,360,378,255082
271,1,2017/7/7,24,337,503447
272,3,2018/6/1,282,554,519403
273,3,2018/4/15,800,530,575165
274,2,2019/5/20,554,118,601086
275,2,2020/4/11,733,451,995737
276,2,2019/11/21,106,557,329690
277,1,2020/3/21,518,514,711403
278,2,2019/3/6,737,356,452198
279,1,2020/3/14,733,646,777241
280,2,2020/5/14,263,3,160988
281,1,2017/7/3,347,233,255799
282,2,2018/9/3,693,581,772907
283,3,2020/5/7,777,913,456198
284,3,2019/1/14,104,7,903324
285,2,2018/7/22,577,827,514422
286,1,2017/12/6,72,447,724296
287,1,2018/8/14,515,428,595595
288,2,2019/3/16,275,46,403348
289,2,2019/7/18,761,521,474569
290,1,2020/10/17,651,868,318355
291,3,2020/5/10,964,77,328147
292,3,2018/11/7,174,377,512546
293,1,2019/11/1,193,600,962619
294,1,2019/9/4,788,914,52925
295,3,2019/7/3,170,712,246999
296,2,2018/12/12,357,863,814163
297,2,2017/4/22,88,67,113926
298,3,2019/3/7,391,475,989981
299,2,2017/7/23,733,6,78470
300,2,2017/12/1,231,312,206918
301,1,2019/3/23,239,198,899966
302,3,2019/6/9,561,779,703232
303,2,2019/11/11,584,448,472626
304,1,2018/5/14,829,288,643382
305,2,2017/8/17,405,970,419743
306,3,2019/9/11,825,306,371617
307,2,2018/7/19,119,428,754465
308,2,2019/10/26,900,738,354800
309,3,2020/4/3,877,589,781457
310,3,2020/11/25,903,853,960773
311,1,2019/2/6,457,476,343812
312,2,2017/12/22,209,440,853418
313,2,2019/7/19,931,587,973658
314,1,2020/9/7,923,762,828880
315,1,2020/4/5,288,329,628834
316,3,2020/3/26,953,279,376312
317,2,2020/10/18,64,821,943049
318,1,2019/7/11,940,712,523678
319,2,2017/1/4,495,813,110477
320,1,2018/8/25,458,390,970158
321,3,2018/6/11,955,788,179159
322,3,2018/9/16,834,60,340755
323,1,2020/8/16,369,582,164799
324,3,2017/2/8,399,611,419721
325,1,2020/7/16,846,529,527531
326,1,2018/10/3,586,623,439474
327,1,2019/8/9,224,361,67442
328,3,2019/5/11,390,898,43810
329,2,2017/4/22,533,581,319397
330,1,2019/6/22,999,773,653819
331,1,2017/4/12,380,438,968869
332,2,2018/6/17,806,333,851076
333,3,2018/3/25,24,808,870554
334,1,2018/10/14,506,294,735286
335,1,2017/6/10,557,405,635730
336,2,2017/8/26,176,149,338170
337,1,2020/2/3,145,903,164993
338,2,2019/9/3,484,29,254638
339,1,2017/11/4,579,120,46478
340,2,2018/8/20,931,423,391676
341,3,2020/5/27,774,178,296012
342,2,2017/10/17,672,498,190260
343,3,2019/8/27,752,243,691135
344,1,2019/3/15,235,318,626081
345,3,2020/11/24,661,245,114144
346,3,2020/4/23,948,565,483375
347,1,2018/2/15,193,802,553871
348,2,2019/10/12,514,398,356575
349,1,2020/12/9,111,811,157286
350,1,2020/3/20,783,120,423645
351,3,2019/1/17,175,771,79600
352,1,2017/5/8,266,524,257295
353,1,2019/9/14,940,987,543290
354,3,2017/9/13,391,880,531724
355,1,2019/6/23,308,306,374981
356,3,2018/7/4,963,890,971980
357,1,2019/1/26,498,809,626571
358,3,2017/5/27,112,866,974518
359,2,2018/8/7,348,32,138142
360,3,2019/4/15,297,121,498887
361,3,2020/12/3,829,831,925197
362,1,2019/7/16,566,892,146629
363,3,2018/12/18,456,537,844365
364,3,2017/6/21,159,297,106468
365,3,2020/2/15,223,295,426026
366,1,2020/6/18,728,609,22749
367,2,2018/2/13,391,46,998420
368,3,2019/3/21,254,774,189705
369,3,2018/10/6,706,172,594494
370,1,2018/7/19,508,831,852710
371,2,2020/7/2,773,345,823953
372,2,2020/11/21,419,432,86706
373,3,2019/2/11,709,734,82358
374,2,2019/6/4,673,249,143242
375,1,2017/11/8,86,14,494824
376,1,2019/9/2,257,285,193680
377,1,2019/9/3,360,223,244080
378,1,2020/11/15,12,844,300279
379,2,2017/6/17,877,673,704720
380,1,2020/1/3,419,864,812070
381,1,2019/11/4,7,114,171042
382,2,2017/4/21,900,368,728964
383,2,2017/5/22,881,900,599290
384,1,2018/8/2,45,847,816311
385,2,2017/11/25,370,478,390721
386,3,2020/11/17,829,855,316076
387,2,2019/6/19,730,509,124405
388,3,2018/9/14,977,357,933487
389,3,2019/11/17,320,220,82972
390,2,2018/12/12,454,419,159428
391,2,2017/6/21,77,820,234635
392,3,2018/9/3,698,488,182246
393,1,2017/6/4,550,478,389052
394,2,2018/8/21,466,979,312706
395,2,2019/11/15,97,903,969137
396,3,2019/3/8,170,426,114125
397,2,2020/12/12,994,607,593426
398,2,2017/10/7,602,629,851736
399,2,2020/7/23,451,346,419120
400,1,2019/6/16,241,267,207295
401,1,2020/5/19,970,274,588270
402,2,2017/7/11,552,449,118153
403,3,2017/10/20,106,633,767824
404,2,2017/8/20,933,915,523841
405,2,2019/4/16,601,852,691136
406,3,2018/9/10,382,18,348443
407,3,2018/2/5,128,325,718480
408,2,2018/10/13,435,389,564241
409,1,2020/7/22,832,295,322143
410,3,2019/8/4,115,275,245602
411,1,2019/4/10,572,217,29257
412,3,2019/11/12,147,277,989214
413,2,2019/6/13,949,632,666284
414,2,2019/6/9,718,251,171786
415,3,2020/11/2,266,401,605709
416,3,2020/6/21,983,685,35710
417,3,2017/9/25,726,115,336115
418,3,2019/8/11,541,803,864603
419,3,2019/6/1,441,729,629239
420,2,2019/9/3,573,880,790043
421,3,2020/2/7,553,336,274625
422,3,2020/6/18,173,464,275703
423,3,2017/12/19,466,593,214240
424,3,2020/3/5,333,555,577724
425,1,2020/10/15,71,523,348736
426,2,2017/10/15,37,54,620151
427,2,2017/2/14,582,602,855233
428,2,2018/7/22,577,915,448742
429,3,2018/1/3,735,376,364634
430,1,2020/1/8,368,325,479472
431,2,2018/11/4,335,446,592418
432,1,2017/10/25,781,971,167893
433,3,2020/11/26,817,923,612410
434,1,2019/12/15,676,297,578828
435,1,2018/10/16,527,250,212251
436,3,2017/1/19,167,910,487819
437,2,2018/1/18,753,468,765397
438,1,2018/8/6,810,749,394409
439,2,2020/4/20,603,594,848624
440,2,2020/3/25,373,548,46257
441,1,2018/8/8,490,607,583956
442,3,2017/7/13,169,49,578938
443,3,2018/4/25,668,765,727925
444,3,2020/4/16,713,727,474494
445,2,2018/1/12,64,895,150238
446,1,2019/9/3,579,265,80449
447,3,2018/3/25,858,802,693328
448,2,2017/2/13,498,741,259496
449,1,2017/11/16,906,979,326931
450,1,2019/7/18,846,224,36889
451,3,2017/1/4,702,114,181135
452,2,2017/11/9,689,806,123080
453,2,2017/10/16,79,792,756099
454,2,2018/12/18,186,109,855191
455,2,2018/2/8,103,707,279495
456,3,2019/9/8,680,795,312201
457,2,2018/7/13,313,53,360673
458,3,2018/12/27,260,180,367223
459,3,2018/12/5,272,248,268298
460,2,2017/5/26,69,976,970477
461,1,2020/2/27,438,120,988191
462,3,2020/4/15,230,520,334094
463,1,2017/1/25,12,310,55470
464,3,2018/2/27,325,911,831835
465,2,2020/11/9,688,1,7697
466,2,2017/5/19,357,884,974704
467,1,2017/1/15,836,704,749582
468,3,2020/8/6,503,716,581805
469,3,2017/5/11,245,672,188954
470,1,2019/3/26,138,639,781628
471,3,2019/6/3,88,135,420453
472,1,2020/1/1,441,621,694597
473,3,2020/1/26,518,723,731789
474,1,2017/11/20,309,690,361153
475,1,2017/12/5,63,461,368171
476,3,2017/5/12,552,115,904365
477,3,2018/11/4,563,823,791516
478,3,2017/3/21,573,518,419668
479,2,2017/8/24,479,910,440568
480,3,2018/6/14,79,40,970144
481,3,2017/7/25,276,29,841215
482,1,2019/11/7,244,83,473799
483,3,2020/5/10,634,479,79855
484,3,2018/3/22,117,958,39778
485,1,2017/7/24,127,488,675399
486,3,2018/4/14,240,288,893192
487,2,2018/5/25,830,993,686203
488,3,2018/2/12,984,155,81962
489,2,2017/12/11,116,333,379310
490,2,2020/11/18,856,329,234737
491,2,2019/12/21,901,195,45510
492,3,2020/6/20,212,376,671844
493,1,2017/6/8,765,33,35869
494,2,2020/6/3,478,143,783132
495,3,2017/5/2,987,920,736684
496,2,2017/9/13,391,416,50803
497,1,2019/9/27,146,570,642569
498,2,2017/8/25,859,585,330466
499,1,2020/10/21,640,204,435869
500,2,2018/11/11,331,188,311382
501,2,2018/1/18,888,669,477685
502,1,2019/6/4,941,661,794585
503,1,2020/2/17,128,643,140557
504,3,2019/5/14,822,68,880334
505,3,2019/12/27,225,748,157171
506,3,2018/4/6,312,637,682607
507,2,2020/8/15,560,857,793384
508,2,2018/12/12,934,737,504876
509,3,2020/4/4,843,262,375618
510,1,2017/2/23,370,334,178187
511,3,2017/12/8,369,680,233395
512,3,2017/1/5,928,679,790172
513,2,2019/10/15,43,80,318933
514,2,2017/12/23,62,967,628572
515,1,2020/7/15,484,30,189311
516,1,2020/12/16,754,416,656195
517,3,2018/3/2,40,347,193602
518,3,2018/10/13,806,298,853899
519,3,2019/4/26,529,151,518414
520,1,2020/10/19,95,841,789858
521,3,2020/5/9,309,377,823067
522,3,2018/8/23,338,331,421777
523,2,2017/3/6,452,516,986508
524,3,2020/3/21,494,464,793231
525,1,2018/4/18,790,980,539583
526,3,2020/2/27,725,192,851543
527,3,2017/7/19,698,40,672729
528,3,2017/9/18,668,362,438605
529,2,2019/4/7,596,422,235966
530,2,2019/10/1,788,380,966292
531,3,2019/1/18,797,790,760051
532,1,2017/10/24,633,203,818922
533,2,2019/5/15,92,488,203641
534,2,2019/11/26,75,849,850344
535,2,2020/10/12,177,167,289204
536,2,2020/5/16,268,440,363964
537,3,2020/8/21,818,315,133039
538,2,2017/1/1,55,811,632657
539,1,2019/8/16,168,143,91875
540,3,2017/10/26,683,19,788284
541,1,2019/10/21,215,560,593681
542,2,2019/8/13,516,361,93061
543,1,2019/6/13,855,47,799047
544,1,2019/1/2,706,350,858334
545,3,2018/4/23,813,93,461998
546,2,2020/10/17,628,222,229467
547,1,2018/12/15,945,734,932623
548,1,2019/2/26,582,438,779153
549,1,2018/5/20,970,235,720257
550,1,2019/4/11,554,95,371235
551,2,2020/4/7,201,86,559369
552,1,2017/9/26,632,643,12305
553,2,2017/4/11,827,155,364693
554,2,2019/2/13,277,177,216302
555,2,2019/6/23,755,391,297335
556,3,2017/6/15,113,406,745135
557,2,2017/4/23,531,955,889004
558,3,2017/10/20,830,195,925123
559,1,2017/12/14,124,974,700315
560,3,2020/11/23,24,778,202884
561,2,2020/8/18,999,123,499246
562,3,2020/11/27,325,243,418596
563,3,2020/12/9,307,83,948421
564,1,2017/2/18,656,532,809439
565,3,2019/11/13,644,591,921693
566,3,2020/6/7,367,909,123997
567,1,2017/11/17,306,228,525530
568,3,2019/11/18,403,6,995169
569,3,2017/8/17,903,58,510385
570,3,2018/8/8,63,159,121849
571,2,2019/7/20,813,483,504231
572,1,2019/2/4,135,453,794909
573,1,2018/6/10,462,118,615108
574,1,2020/10/8,867,697,651814
575,1,2020/9/1,442,535,788717
576,1,2017/5/3,24,520,63496
577,2,2018/3/25,452,326,202552
578,1,2020/12/16,404,22,515226
579,1,2018/12/5,756,261,438321
580,1,2019/12/26,26,143,354015
581,2,2020/6/10,967,442,427838
582,2,2018/3/17,770,500,284656
583,3,2019/3/2,687,843,61555
584,3,2020/3/18,114,396,998773
585,3,2019/5/3,330,142,794559
586,1,2019/4/1,852,900,698266
587,2,2019/5/11,162,575,906829
588,3,2017/2/2,984,661,263895
589,2,2017/4/24,822,508,197646
590,3,2020/3/23,395,247,675411
591,2,2018/5/14,689,664,258996
592,3,2020/8/15,607,80,842443
593,1,2018/4/2,342,626,204836
594,1,2018/11/14,61,770,245194
595,2,2017/4/27,285,434,210028
596,2,2018/10/6,383,272,795627
597,1,2019/3/4,314,849,271411
598,3,2020/2/16,549,539,666813
599,2,2018/4/18,257,395,405331
600,2,2019/1/6,522,439,4084
601,1,2019/9/17,187,537,596808
602,2,2017/7/6,842,937,91623
603,3,2020/5/10,544,668,266090
604,2,2019/5/11,879,656,87948
605,1,2019/7/19,662,883,769542
606,2,2020/2/3,521,421,813821
607,3,2020/10/17,241,538,233738
608,3,2019/9/1,163,741,209551
609,2,2020/2/21,677,130,326003
610,2,2020/8/3,155,998,215262
611,1,2019/6/16,997,304,287622
612,3,2018/6/23,627,826,679315
613,2,2017/3/12,946,299,533732
614,2,2017/8/20,699,647,598150
615,3,2017/9/5,345,125,858627
616,2,2018/7/11,97,868,442758
617,2,2017/6/21,563,396,210475
618,3,2018/2/24,167,210,734400
619,2,2020/9/11,861,880,606076
620,2,2020/3/26,68,773,156869
621,2,2019/5/13,700,856,878005
622,1,2018/6/22,390,823,386891
623,2,2019/10/9,747,196,660460
624,1,2017/1/9,293,984,926740
625,1,2018/1/24,382,337,410895
626,2,2019/3/15,332,268,393283
627,1,2018/11/23,732,360,324420
628,1,2019/6/21,23,856,20737
629,2,2020/8/20,280,377,392160
630,2,2019/3/9,673,857,414237
631,2,2019/8/13,744,850,46097
632,2,2019/3/24,503,301,693980
633,3,2017/11/14,378,677,426802
634,3,2019/6/14,68,172,300527
635,2,2020/3/14,579,836,582466
636,2,2017/4/22,458,354,368363
637,1,2019/9/26,961,105,489988
638,3,2018/9/4,19,194,31932
639,2,2018/4/5,278,715,901199
640,2,2018/8/10,132,913,47677
641,1,2017/7/11,834,872,743266
642,3,2018/7/2,122,68,105305
643,3,2019/6/14,371,826,552888
644,3,2017/5/22,867,584,484476
645,1,2019/1/11,150,373,771668
646,2,2019/4/26,589,409,981204
647,2,2019/7/2,163,325,765511
648,1,2018/2/8,774,998,156562
649,1,2019/7/18,65,379,62805
650,2,2018/8/9,865,976,593315
651,3,2020/4/2,232,180,64598
652,1,2017/11/6,595,643,881333
653,1,2017/10/12,580,26,83120
654,1,2018/12/23,109,271,578641
655,3,2017/1/15,90,111,330311
656,1,2020/3/21,468,294,125215
657,1,2018/1/16,122,971,459540
658,2,2017/2/11,574,766,863261
659,1,2020/8/21,722,676,620666
660,2,2019/5/6,235,501,2202
661,1,2017/6/4,950,521,940935
662,2,2020/4/4,782,350,638403
663,3,2020/9/8,107,593,49747
664,3,2018/3/2,457,819,519474
665,2,2020/7/1,903,504,296909
666,1,2017/8/7,494,374,584793
667,3,2019/9/13,811,777,245370
668,2,2017/9/12,296,578,517199
669,2,2019/8/11,808,729,500989
670,2,2020/1/8,114,409,677602
671,2,2018/11/14,476,954,945754
672,2,2019/1/26,453,81,184061
673,1,2019/11/10,188,129,886635
674,2,2019/11/23,610,31,224852
675,1,2017/10/6,555,820,780433
676,2,2018/6/1,829,907,771564
677,1,2017/12/3,646,956,711649
678,1,2017/10/14,271,397,422310
679,3,2020/8/13,848,800,762104
680,1,2019/3/25,480,130,723103
681,3,2020/1/4,576,770,12959
682,1,2017/8/4,947,213,95584
683,1,2017/7/3,342,903,379692
684,2,2018/6/18,174,512,283863
685,2,2018/11/20,890,712,623797
686,2,2017/6/3,84,141,546530
687,3,2019/6/15,265,257,180380
688,1,2020/6/18,209,905,466495
689,2,2017/6/15,577,694,990504
690,3,2020/12/26,723,184,314833
691,1,2017/1/14,131,495,930939
692,2,2017/10/8,187,352,692234
693,1,2019/1/10,736,547,790180
694,1,2019/6/24,305,634,265163
695,1,2017/8/22,225,591,462828
696,2,2017/3/9,96,744,630862
697,3,2017/11/11,400,51,867377
698,2,2020/8/18,418,663,615766
699,1,2019/11/24,489,659,31015
700,3,2020/10/18,475,358,798084
701,2,2018/9/8,459,207,991508
702,3,2017/6/1,209,329,72732
703,1,2018/5/10,409,247,525644
704,2,2018/8/19,195,919,324698
705,2,2017/10/26,161,113,66243
706,2,2020/10/1,59,626,296661
707,3,2018/2/23,237,59,669018
708,1,2017/5/8,91,139,282909
709,2,2020/5/4,290,55,136717
710,1,2019/8/9,684,852,292274
711,1,2020/3/27,667,203,412982
712,2,2018/4/14,474,655,277001
713,2,2020/8/7,300,325,149796
714,1,2020/2/15,565,250,122557
715,2,2020/9/27,828,999,864926
716,1,2018/6/26,622,370,151940
717,1,2018/5/14,19,261,183176
718,2,2020/3/27,749,257,491703
719,1,2020/3/6,594,541,230933
720,3,2018/11/21,130,482,815216
721,3,2017/4/14,329,717,651530
722,1,2017/8/10,123,563,96260
723,1,2017/4/25,937,586,622236
724,2,2018/7/4,951,147,782719
725,1,2019/12/25,288,350,149915
726,2,2019/5/16,399,947,799039
727,1,2017/4/22,577,906,516532
728,1,2019/3/19,687,556,660214
729,2,2019/11/1,670,471,831757
730,3,2020/11/27,751,567,556580
731,1,2019/5/16,652,173,108417
732,3,2019/5/12,56,166,155868
733,1,2019/8/17,905,862,101683
734,1,2020/12/5,983,272,195567
735,1,2020/7/15,749,922,747980
736,2,2018/3/2,873,629,37478
737,3,2020/8/25,340,633,72807
738,1,2018/10/22,837,429,506087
739,3,2018/6/23,52,862,411117
740,3,2019/10/7,362,761,536608
741,3,2020/10/10,679,187,936029
742,1,2019/6/17,499,500,597610
743,1,2017/7/6,403,455,55145
744,2,2019/1/19,607,973,719419
745,3,2017/2/27,88,58,515424
746,3,2020/9/17,640,787,615778
747,1,2020/11/9,992,561,20818
748,1,2017/6/14,552,293,998505
749,3,2019/2/13,704,848,872471
750,3,2020/8/11,699,658,60354
751,3,2018/2/27,198,571,738627
752,1,2019/2/12,669,991,605514
753,3,2017/7/17,466,68,609562
754,2,2018/7/27,58,558,528370
755,2,2018/7/12,598,358,752276
756,2,2019/1/10,470,577,616397
757,2,2018/2/9,645,887,618812
758,1,2019/7/4,519,756,934920
759,3,2020/7/19,21,414,130776
760,2,2017/4/9,758,973,910847
761,2,2020/2/16,483,953,931367
762,1,2020/3/22,352,184,545283
763,3,2020/11/4,124,424,834457
764,1,2017/9/6,521,877,638051
765,3,2018/8/21,201,383,317532
766,2,2019/9/7,403,61,598642
767,3,2018/6/26,322,637,211844
768,2,2020/8/1,773,821,76572
769,2,2020/7/11,535,839,129146
770,1,2020/8/9,13,870,450092
771,1,2020/3/10,133,201,57064
772,2,2018/9/8,30,4,244185
773,1,2017/10/24,197,209,566940
774,1,2017/6/6,686,776,66982
775,2,2018/8/27,226,157,882726
776,2,2018/3/24,424,846,257367
777,3,2018/12/15,821,177,536381
