132,19,29,668,10931,8,1323
133,29,46,4860,10931,8,3859
134,98,43,222,10931,8,1979
135,48,14,4081,10931,8,665
136,28,18,431,10931,8,2959
137,44,36,1259,10931,8,2720
138,26,10,3358,10931,8,3289
139,33,10,897,10931,8,1434
140,72,29,4525,10931,8,1408
141,42,45,1792,5206,2,627
142,5,10,631,5206,2,3938
143,100,10,3125,5206,2,1603
144,21,24,3093,5206,2,3413
145,40,47,1968,5206,2,1579
146,57,44,266,5206,2,1637
147,24,18,3899,5206,2,368
148,93,37,3258,5206,2,3190
149,39,13,3022,5206,2,3666
150,20,6,3212,5206,2,2129
151,79,24,1960,11634,6,742
152,17,37,3405,11634,6,174
153,84,40,4862,11634,6,1653
154,21,25,430,11634,6,546
155,23,15,2765,11634,6,1824
156,88,12,404,11634,6,2565
157,98,38,1800,11634,6,3219
158,83,17,553,11634,6,1482
159,2,13,3476,11634,6,3944
160,88,41,1065,11634,6,2455
161,22,20,4258,13082,8,3501
162,9,48,3716,13082,8,3953
163,1,3,2600,13082,8,1067
164,62,39,620,13082,8,2779
165,42,6,1269,13082,8,3896
166,33,25,4381,13082,8,3930
167,67,33,724,13082,8,1816
168,18,21,2491,13082,8,1190
169,87,12,2203,13082,8,2194
170,24,48,4885,13082,8,736
171,93,22,3365,17789,2,1919
172,96,41,4365,17789,2,1963
173,73,14,1924,17789,2,2078
174,85,7,4795,17789,2,206
175,87,32,2363,17789,2,1427
176,21,8,509,17789,2,3316
177,40,41,4965,17789,2,431
178,55,42,2443,17789,2,536
179,53,18,1682,17789,2,3507
180,71,24,2533,17789,2,1830
181,16,44,4110,14494,9,299
182,95,21,4757,14494,9,3391
183,30,1,704,14494,9,398
184,3,43,4833,14494,9,2050
185,57,43,1438,14494,9,1311
186,30,15,4385,14494,9,1078
187,59,33,305,14494,9,3408
188,35,26,340,14494,9,883
189,100,30,4088,14494,9,1827
190,98,43,564,14494,9,3471
191,25,2,1851,6823,6,892
192,71,3,1970,6823,6,406
193,88,29,3251,6823,6,467
194,39,41,3814,6823,6,1998
195,9,49,1217,6823,6,1983
196,30,1,1519,6823,6,3740
197,54,37,602,6823,6,481
198,41,45,4225,6823,6,847
199,47,28,98,6823,6,3942
200,93,10,1504,6823,6,3349
201,5,8,3109,3577,10,1964
202,34,22,1980,3577,10,2447
203,45,38,1621,3577,10,3959
204,97,18,4535,3577,10,2795
205,85,12,2448,3577,10,2286
206,28,42,2044,3577,10,1160
207,24,6,156,3577,10,2102
208,100,43,2263,3577,10,891
209,85,37,4553,3577,10,1711
210,84,4,1987,3577,10,3103
211,77,3,1771,15838,8,148
212,51,8,3294,15838,8,207
213,34,14,4039,15838,8,3128
214,71,28,383,15838,8,2852
215,90,35,1072,15838,8,1595
216,25,49,626,15838,8,3224
217,10,7,635,15838,8,878
218,43,18,3559,15838,8,2884
219,50,50,3744,15838,8,351
220,58,48,4201,15838,8,1344
221,77,8,4065,12975,11,1590
222,74,9,189,12975,11,502
223,1,37,4118,12975,11,2227
224,78,13,3428,12975,11,3417
225,18,40,3058,12975,11,911
226,81,21,4820,12975,11,2511
227,92,21,885,12975,11,3094
228,5,5,3436,12975,11,115
229,41,38,780,12975,11,2686
230,80,20,3184,12975,11,1788
231,82,3,1060,13195,4,247
232,69,7,4164,13195,4,2660
233,5,45,2223,13195,4,2839
234,92,20,2661,13195,4,648
235,6,41,3286,13195,4,1170
236,28,24,3616,13195,4,3665
237,79,24,316,13195,4,2430
238,34,41,773,13195,4,779
239,92,20,1245,13195,4,1509
240,51,7,3360,13195,4,1884
241,78,7,1789,5669,14,2485
242,75,8,1393,5669,14,742
243,89,49,2933,5669,14,1516
244,98,9,564,5669,14,3202
245,10,13,3037,5669,14,3395
246,42,23,3524,5669,14,1087
247,24,43,4458,5669,14,1757
248,79,12,96,5669,14,1107
249,34,22,439,5669,14,984
250,68,2,2003,5669,14,654
251,58,12,1328,6839,5,3722
252,1,17,2612,6839,5,2923
253,73,6,772,6839,5,1215
254,82,5,2889,6839,5,3450
255,7,2,4885,6839,5,943
256,76,28,2967,6839,5,545
257,49,10,2185,6839,5,1003
258,93,18,499,6839,5,1894
259,89,27,1880,6839,5,1325
260,14,6,328,6839,5,1565
261,66,21,3812,13969,14,37
262,18,41,2819,13969,14,3344
263,26,1,2927,13969,14,1132
264,17,47,198,13969,14,2754
265,7,19,3976,13969,14,3019
266,50,12,3984,13969,14,2474
267,23,16,4756,13969,14,2186
268,21,5,1322,13969,14,2633
269,61,41,4417,13969,14,3570
270,37,29,1083,13969,14,1897
271,78,37,2517,18225,1,3383
272,73,8,3933,18225,1,2319
273,9,28,2555,18225,1,3965
274,4,40,497,18225,1,705
275,32,23,1900,18225,1,3392
276,66,33,2489,18225,1,990
277,15,11,1152,18225,1,3820
278,55,23,2637,18225,1,3289
279,67,16,4748,18225,1,1542
280,80,24,2677,18225,1,279
281,31,45,121,14818,5,3913
282,11,30,1535,14818,5,2442
283,26,11,3863,14818,5,2691
284,18,8,4813,14818,5,921
285,92,1,71,14818,5,3925
286,41,13,4534,14818,5,1397
287,60,10,4565,14818,5,726
288,71,21,2451,14818,5,3262
289,50,6,4175,14818,5,1392
290,42,16,786,14818,5,33
291,75,49,1995,18101,1,2258
292,31,46,4593,18101,1,2257
293,60,46,4135,18101,1,1615
294,67,47,4564,18101,1,1848
295,58,49,1981,18101,1,2072
296,22,8,3860,18101,1,210
297,77,40,3376,18101,1,1506
298,56,10,778,18101,1,3634
299,87,6,3075,18101,1,3243
300,72,44,1539,18101,1,2531
301,1,15,1667,8626,2,170
302,10,31,913,8626,2,50
303,42,34,4374,8626,2,63
304,52,17,4748,8626,2,2901
305,25,12,2257,8626,2,1008
306,93,23,4884,8626,2,3827
307,97,12,1769,8626,2,2689
308,63,11,80,8626,2,3927
309,64,23,4226,8626,2,84
310,66,23,4225,8626,2,3059
311,67,4,1413,11469,5,881
312,39,31,1351,11469,5,2575
313,66,22,3038,11469,5,1809
314,84,2,2392,11469,5,1881
315,21,50,4026,11469,5,3060
316,18,14,3060,11469,5,1790
317,54,39,8,11469,5,2551
318,92,36,3448,11469,5,502
319,2,36,1909,11469,5,1401
320,41,4,197,11469,5,3778
321,38,20,325,5769,14,697
322,5,5,2082,5769,14,3189
323,21,38,575,5769,14,1791
324,85,10,2050,5769,14,3939
325,17,30,180,5769,14,3840
326,77,19,105,5769,14,2228
327,82,48,2544,5769,14,3874
328,21,15,165,5769,14,2791
329,57,49,4601,5769,14,2404
330,52,45,1066,5769,14,3346
331,64,46,2400,10928,1,3685
332,70,50,909,10928,1,2682
333,93,9,1415,10928,1,2860
334,45,6,3349,10928,1,1042
335,96,29,742,10928,1,3707
336,24,45,3997,10928,1,628
337,31,29,442,10928,1,1967
338,8,1,884,10928,1,58
339,12,18,2163,10928,1,95
340,93,45,1224,10928,1,3577
341,67,36,4613,13309,13,1810
342,85,16,4661,13309,13,2419
343,98,45,1071,13309,13,2211
344,17,36,295,13309,13,3828
345,38,13,434,13309,13,2653
346,67,27,1731,13309,13,1229
347,7,39,3810,13309,13,3761
348,15,3,2987,13309,13,1266
349,61,15,2374,13309,13,253
350,70,7,1997,13309,13,2909
351,68,44,3942,7798,10,1786
352,62,1,2433,7798,10,1229
353,24,45,110,7798,10,826
354,76,9,4041,7798,10,3149
355,93,24,2479,7798,10,3805
356,64,8,3277,7798,10,685
357,18,46,1410,7798,10,983
358,71,35,71,7798,10,750
359,12,38,221,7798,10,1758
360,39,38,1057,7798,10,3414
361,14,42,2688,11886,1,2332
362,81,41,3142,11886,1,2155
363,20,35,4558,11886,1,1905
364,61,22,2854,11886,1,2755
365,76,48,4762,11886,1,339
366,72,12,1206,11886,1,491
367,64,8,556,11886,1,1855
368,41,18,2436,11886,1,1941
369,5,27,3503,11886,1,2839
370,84,47,2712,11886,1,1809
371,37,47,2755,17714,11,2591
372,17,9,1030,17714,11,674
373,76,24,1582,17714,11,1267
374,69,3,154,17714,11,3198
375,74,20,2934,17714,11,479
376,2,34,1969,17714,11,518
377,37,36,286,17714,11,1986
378,21,50,1800,17714,11,184
379,42,36,3018,17714,11,3031
380,98,49,95,17714,11,2520
381,19,17,3818,7393,11,281
382,77,34,2797,7393,11,2743
383,80,17,3573,7393,11,3271
384,72,37,1946,7393,11,442
385,25,15,785,7393,11,3758
386,49,44,4304,7393,11,2674
387,77,47,2193,7393,11,3228
388,77,21,3782,7393,11,1813
389,74,43,1500,7393,11,1811
390,65,46,3395,7393,11,1666
391,85,17,4387,6042,9,381
392,44,6,2257,6042,9,1457
393,10,6,2339,6042,9,2453
394,19,35,3234,6042,9,121
395,47,38,4830,6042,9,475
396,48,44,1097,6042,9,3347
397,34,33,4680,6042,9,1095
398,72,1,3081,6042,9,2722
399,81,40,555,6042,9,1164
400,11,20,1935,6042,9,3459
401,33,44,916,14762,6,2317
402,81,29,2702,14762,6,5
403,90,5,3252,14762,6,2773
404,66,1,3975,14762,6,2084
405,61,18,2279,14762,6,2308
406,79,21,1629,14762,6,1043
407,28,47,4542,14762,6,2717
408,80,1,603,14762,6,3459
409,45,48,559,14762,6,1426
410,45,15,391,14762,6,332
411,78,49,4244,11971,15,3763
412,62,5,668,11971,15,2838
413,28,47,1427,11971,15,1227
414,10,19,160,11971,15,1246
415,85,7,3393,11971,15,2150
416,82,46,992,11971,15,1270
417,94,40,740,11971,15,770
418,95,10,4533,11971,15,2140
419,38,32,3483,11971,15,3094
420,95,44,3228,11971,15,2598
421,89,45,4909,12634,12,1844
422,77,48,1319,12634,12,391
423,39,9,3539,12634,12,3386
424,58,12,2092,12634,12,903
425,59,45,4298,12634,12,2856
426,17,12,3368,12634,12,2051
427,37,5,3374,12634,12,56
428,8,11,4435,12634,12,2763
429,27,22,3183,12634,12,1458
430,54,16,2917,12634,12,1694
431,46,26,3118,8237,11,3904
432,75,11,2570,8237,11,3229
433,60,44,2,8237,11,2774
434,79,41,3324,8237,11,2850
435,56,21,3914,8237,11,2819
436,53,28,2859,8237,11,1589
437,67,11,4649,8237,11,3767
438,16,28,3801,8237,11,3203
439,42,3,3850,8237,11,3294
440,51,31,1288,8237,11,3442
441,95,40,2692,17428,6,2707
442,99,31,556,17428,6,427
443,2,48,2136,17428,6,900
444,39,31,3144,17428,6,209
445,79,45,3507,17428,6,2632
446,50,6,4290,17428,6,2417
447,46,46,2073,17428,6,2035
448,22,23,1995,17428,6,465
449,6,10,1008,17428,6,392
450,93,23,3820,17428,6,141
451,70,32,3428,10138,9,401
452,39,20,3680,10138,9,1665
453,84,18,2940,10138,9,184
454,50,33,2474,10138,9,3385
455,84,48,4065,10138,9,971
456,85,35,1222,10138,9,1405
457,7,11,4398,10138,9,2285
458,65,48,3892,10138,9,167
459,83,18,3857,10138,9,2484
460,86,21,1620,10138,9,2228
461,37,41,2359,15064,6,2460
462,22,6,4382,15064,6,2567
463,47,12,294,15064,6,3987
464,8,9,4941,15064,6,960
465,77,36,170,15064,6,638
466,50,34,1847,15064,6,1644
467,75,5,3425,15064,6,2562
468,1,18,3695,15064,6,2874
469,42,3,2052,15064,6,1134
470,100,15,3336,15064,6,2370
471,62,16,2400,5903,15,1033
472,72,48,1953,5903,15,309
473,40,40,3298,5903,15,2370
474,80,12,2736,5903,15,243
475,45,4,4545,5903,15,2366
476,23,8,2782,5903,15,2204
477,49,36,713,5903,15,2310
478,93,8,2534,5903,15,1063
479,76,35,3835,5903,15,868
480,24,5,784,5903,15,2163
481,4,17,2239,9059,16,1618
482,43,4,3571,9059,16,423
483,97,15,3205,9059,16,2393
484,37,12,4884,9059,16,3361
485,12,49,726,9059,16,2119
486,42,5,1267,9059,16,2668
487,85,31,2233,9059,16,339
488,7,40,2855,9059,16,3714
489,67,28,2828,9059,16,3193
490,62,29,54,9059,16,586
491,41,12,3063,16548,13,2521
492,1,21,4858,16548,13,3980
493,5,35,4401,16548,13,3328
494,64,20,4861,16548,13,2836
495,70,18,260,16548,13,1715
496,99,47,2446,16548,13,256
497,78,27,4973,16548,13,809
498,63,26,1379,16548,13,2407
499,43,22,2471,16548,13,2569
500,47,8,1068,16548,13,435
501,11,38,4731,14337,4,687
502,99,29,4454,14337,4,1025
503,13,17,3503,14337,4,3764
504,37,1,3851,14337,4,2021
505,12,32,1863,14337,4,1174
506,56,47,3668,14337,4,1959
507,11,31,1631,14337,4,1717
508,64,5,2637,14337,4,641
509,32,47,2303,14337,4,723
510,18,38,1128,14337,4,2743
511,31,36,4160,11212,11,1671
512,84,45,3576,11212,11,1839
513,39,1,3582,11212,11,912
514,12,2,2260,11212,11,263
515,82,22,1922,11212,11,3156
516,70,49,4925,11212,11,1819
517,63,20,3350,11212,11,3475
518,49,35,2508,11212,11,1555
519,1,15,4190,11212,11,2956
520,86,42,4914,11212,11,2813
521,99,42,3612,4358,8,3640
522,95,26,2805,4358,8,1894
523,90,15,1874,4358,8,3739
524,53,11,1834,4358,8,2337
525,60,26,4071,4358,8,2813
526,8,11,221,4358,8,3648
527,34,16,3531,4358,8,668
528,67,38,3496,4358,8,405
529,32,4,573,4358,8,2071
530,1,27,3457,4358,8,1381
531,85,34,1689,15474,10,1532
532,65,8,1074,15474,10,706
533,99,9,3960,15474,10,432
534,97,8,4596,15474,10,3672
535,43,31,2367,15474,10,3454
536,93,7,2451,15474,10,3093
537,97,6,283,15474,10,3121
538,57,29,258,15474,10,3965
539,79,46,2169,15474,10,402
540,54,17,4833,15474,10,241
541,17,26,4201,15976,9,3067
542,31,42,2753,15976,9,1918
543,84,15,506,15976,9,3395
544,1,33,3752,15976,9,3826
545,46,43,2042,15976,9,164
546,51,3,4561,15976,9,50
547,99,6,3762,15976,9,1091
548,65,36,188,15976,9,1079
549,33,21,4398,15976,9,860
550,18,44,994,15976,9,3153
551,58,23,4378,16660,7,757
552,7,13,2366,16660,7,36
553,23,33,487,16660,7,3631
554,6,46,3623,16660,7,3405
555,100,19,3052,16660,7,1807
556,14,4,957,16660,7,1550
557,4,27,4879,16660,7,2900
558,12,17,4215,16660,7,153
559,18,24,1467,16660,7,3481
560,68,1,1928,16660,7,1619
561,96,45,4272,12341,9,494
562,73,28,3418,12341,9,2761
563,31,33,3003,12341,9,3405
564,27,20,1020,12341,9,3168
565,52,32,1742,12341,9,3902
566,93,1,4460,12341,9,3035
567,21,49,1688,12341,9,3143
568,4,45,4251,12341,9,1480
569,55,29,890,12341,9,1934
570,14,25,2543,12341,9,2585
571,66,6,4687,13922,15,2750
572,61,32,3956,13922,15,514
573,38,33,1316,13922,15,1378
574,62,1,1427,13922,15,474
575,31,11,1756,13922,15,1519
576,56,3,2864,13922,15,243
577,41,30,2269,13922,15,2883
578,17,12,4580,13922,15,3659
579,43,34,3499,13922,15,2670
580,68,13,593,13922,15,2443
581,93,14,3761,9908,14,2689
582,23,14,3751,9908,14,64
583,36,25,4024,9908,14,1422
584,48,41,2092,9908,14,3466
585,30,11,1437,9908,14,2833
586,86,29,2797,9908,14,1085
587,82,2,2950,9908,14,1931
588,80,15,2230,9908,14,3919
589,14,29,3996,9908,14,2405
590,67,5,3743,9908,14,3155
591,83,5,1486,12818,12,3797
592,20,16,79,12818,12,3671
593,41,26,2353,12818,12,655
594,26,44,2513,12818,12,872
595,100,40,386,12818,12,1958
596,75,28,693,12818,12,3171
597,40,19,4193,12818,12,2449
598,71,25,90,12818,12,1537
599,33,20,4029,12818,12,1328
600,48,38,2091,12818,12,3653
601,65,6,3081,17743,12,736
602,82,38,441,17743,12,1178
603,90,23,2824,17743,12,30
604,16,26,4514,17743,12,307
605,92,11,1563,17743,12,139
606,60,28,2706,17743,12,3256
607,65,9,3180,17743,12,1934
608,52,13,2200,17743,12,3807
609,75,21,231,17743,12,3542
610,63,34,1294,17743,12,1831
611,32,10,2187,2355,5,1122
612,59,8,4190,2355,5,2446
613,38,19,2385,2355,5,2431
614,61,36,4916,2355,5,2312
615,79,6,972,2355,5,107
616,88,10,3836,2355,5,2844
617,96,31,2055,2355,5,248
618,77,44,1547,2355,5,1171
619,66,12,2977,2355,5,3941
620,93,49,3724,2355,5,3887
621,40,17,1237,16170,11,990
622,84,32,4718,16170,11,3271
623,47,50,2484,16170,11,1000
624,22,16,4208,16170,11,1921
625,82,37,1444,16170,11,3254
626,44,29,450,16170,11,3843
627,43,1,2236,16170,11,705
628,63,21,3477,16170,11,3987
629,27,23,2127,16170,11,3994
630,25,16,2608,16170,11,593
631,100,11,2247,6431,1,3642
632,79,2,3065,6431,1,2123
633,37,4,1100,6431,1,1687
634,1,32,1289,6431,1,3673
635,81,29,2519,6431,1,3661
636,99,42,3721,6431,1,345
637,26,29,823,6431,1,235
638,68,25,602,6431,1,3674
639,84,40,4881,6431,1,130
640,77,28,4395,6431,1,1539
641,54,31,1160,3467,16,1471
642,73,41,806,3467,16,1324
643,19,29,2975,3467,16,3259
644,82,27,4341,3467,16,3535
645,53,5,1161,3467,16,3802
646,99,37,40,3467,16,3894
647,37,39,3443,3467,16,2094
648,54,18,2572,3467,16,632
649,98,25,2693,3467,16,3898
650,25,10,4754,3467,16,44
651,61,14,4418,3390,1,383
652,96,8,3736,3390,1,1649
653,39,1,4046,3390,1,443
654,77,28,3519,3390,1,3008
655,56,11,3998,3390,1,2032
656,99,26,4750,3390,1,2077
657,83,14,2608,3390,1,362
658,77,31,612,3390,1,3756
659,46,28,4457,3390,1,80
660,97,35,2068,3390,1,3745
661,66,50,75,7338,9,1494
662,38,1,2552,7338,9,2938
663,14,7,2624,7338,9,1575
664,88,39,4073,7338,9,161
665,85,30,2338,7338,9,1646
666,53,12,1481,7338,9,3239
667,77,1,1695,7338,9,3015
668,19,10,1492,7338,9,438
669,76,14,1744,7338,9,1712
670,42,42,1520,7338,9,3809
671,75,33,4779,10133,12,723
672,31,37,3876,10133,12,2692
673,40,15,4638,10133,12,1359
674,72,31,1326,10133,12,3409
675,92,27,1417,10133,12,3413
676,3,47,4525,10133,12,2259
677,3,15,2962,10133,12,52
678,84,13,2998,10133,12,1905
679,31,49,1762,10133,12,3642
680,94,43,1507,10133,12,184
681,82,25,2435,11844,1,1951
682,67,17,396,11844,1,3521
683,72,37,4211,11844,1,29
684,75,35,2244,11844,1,3716
685,78,4,2196,11844,1,293
686,37,34,1380,11844,1,3821
687,60,11,2836,11844,1,408
688,84,37,3618,11844,1,3173
689,31,31,1763,11844,1,2264
690,15,12,4774,11844,1,3605
691,73,49,2340,14000,13,2543
692,28,31,1901,14000,13,1368
693,17,43,1857,14000,13,703
694,87,36,1682,14000,13,2482
695,63,21,1893,14000,13,903
696,93,19,1200,14000,13,271
697,51,21,1669,14000,13,3580
698,42,30,629,14000,13,1638
699,87,35,2934,14000,13,2306
700,44,28,1767,14000,13,286
701,55,41,2444,18001,15,1847
702,17,3,760,18001,15,3261
703,79,38,2348,18001,15,395
704,17,12,3626,18001,15,2382
705,61,2,4473,18001,15,2394
706,61,2,1016,18001,15,148
707,1,41,3343,18001,15,1350
708,2,10,1684,18001,15,1539
709,7,44,321,18001,15,2011
710,7,38,2734,18001,15,1773
711,61,48,1366,14199,7,1303
712,21,10,2571,14199,7,462
713,56,8,1442,14199,7,1973
714,8,7,1164,14199,7,3113
715,36,36,2423,14199,7,752
716,26,14,4640,14199,7,2018
717,60,1,4621,14199,7,2086
718,99,39,3635,14199,7,139
719,58,31,1862,14199,7,2240
720,18,20,2749,14199,7,416
721,54,6,3737,8598,14,1243
722,53,31,941,8598,14,1423
723,99,36,3844,8598,14,2838
724,56,11,2810,8598,14,359
725,77,2,3429,8598,14,3879
726,97,33,1348,8598,14,760
727,40,17,1193,8598,14,1981
728,53,42,3975,8598,14,1454
729,93,25,1643,8598,14,3889
730,37,23,2077,8598,14,1885
731,34,49,300,17653,3,1347
732,80,2,985,17653,3,1991
733,39,9,4469,17653,3,341
734,9,43,3312,17653,3,2666
735,3,8,591,17653,3,2427
736,30,3,4992,17653,3,28
737,88,4,1372,17653,3,2072
738,94,1,1065,17653,3,2927
739,12,27,4169,17653,3,3085
740,41,48,2638,17653,3,2417
741,57,47,3342,14964,16,3345
742,77,10,750,14964,16,1899
743,31,4,1122,14964,16,705
744,50,34,1842,14964,16,2125
745,19,19,3054,14964,16,391
746,81,15,4093,14964,16,2590
747,1,28,2006,14964,16,1328
748,25,12,1135,14964,16,2699
749,30,47,1868,14964,16,2821
750,79,29,3045,14964,16,3387
751,28,35,1287,19399,4,3814
752,15,7,4131,19399,4,393
753,94,3,2167,19399,4,3081
754,45,10,2134,19399,4,1196
755,22,20,3848,19399,4,2910
756,92,24,4105,19399,4,3230
757,68,9,3792,19399,4,2493
758,99,19,1204,19399,4,1023
759,53,30,484,19399,4,2196
760,2,10,393,19399,4,688
761,69,15,2136,15247,3,1595
762,51,37,3824,15247,3,2275
763,82,45,1558,15247,3,2485
764,37,42,4044,15247,3,582
765,85,24,2560,15247,3,2123
766,92,20,3889,15247,3,3555
767,37,37,6,15247,3,64
768,65,24,4821,15247,3,1071
769,1,3,1147,15247,3,2986
770,33,44,1995,15247,3,737
771,21,15,3697,15881,14,519
772,50,10,1329,15881,14,2336
773,72,49,1414,15881,14,1521
774,18,25,3288,15881,14,2543
775,7,28,1163,15881,14,3825
776,13,39,212,15881,14,366
777,68,39,3379,15881,14,967
778,68,12,4118,15881,14,243
779,13,16,4481,15881,14,1620
780,80,36,3746,15881,14,3320
781,26,20,879,16663,2,3490
782,30,35,3829,16663,2,31
783,15,4,4975,16663,2,2304
784,20,46,3562,16663,2,1439
785,3,11,2143,16663,2,646
786,68,2,1672,16663,2,2339
787,3,3,365,16663,2,458
788,66,29,1955,16663,2,1668
789,94,18,3988,16663,2,3328
790,88,20,3932,16663,2,2411
791,80,44,1233,1017,3,3960
792,14,16,4899,1017,3,459
793,7,49,497,1017,3,1915
794,45,13,1785,1017,3,2661
795,41,42,451,1017,3,113
796,21,5,3356,1017,3,2870
797,5,9,4503,1017,3,3385
798,99,18,4000,1017,3,3670
799,75,47,2933,1017,3,2983
800,86,27,631,1017,3,2145
801,43,44,2465,16536,8,1089
802,70,36,1041,16536,8,1218
803,43,28,4660,16536,8,2514
804,22,29,859,16536,8,1584
805,6,45,484,16536,8,2803
806,28,46,3805,16536,8,3263
807,83,2,165,16536,8,1190
808,43,26,4072,16536,8,1412
809,94,26,3315,16536,8,2404
810,35,42,1758,16536,8,1665
811,56,19,2962,10958,6,483
812,8,36,1228,10958,6,258
813,55,49,793,10958,6,3492
814,6,20,3373,10958,6,1717
815,35,31,222,10958,6,292
816,32,39,2590,10958,6,791
817,23,16,3052,10958,6,2513
818,50,24,4872,10958,6,1540
819,42,45,266,10958,6,3064
820,29,22,3234,10958,6,181
821,2,43,2848,3601,15,2483
822,59,42,4226,3601,15,390
823,11,19,3465,3601,15,3457
824,18,50,235,3601,15,2276
825,70,2,4120,3601,15,1360
826,96,22,1736,3601,15,2309
827,12,7,4212,3601,15,3751
828,56,27,1733,3601,15,3256
829,35,45,4404,3601,15,2515
830,57,32,1076,3601,15,2497
831,16,17,2478,7142,1,1160
832,21,23,3627,7142,1,2117
833,10,43,1800,7142,1,3347
834,87,35,12,7142,1,1363
835,58,31,2442,7142,1,1295
836,36,26,2454,7142,1,699
837,55,26,639,7142,1,656
838,24,39,1884,7142,1,2575
839,37,5,4410,7142,1,1355
840,43,23,1670,7142,1,198
841,62,5,4839,17160,13,764
842,65,12,763,17160,13,1951
843,52,5,1340,17160,13,3416
844,17,28,4280,17160,13,2060
845,89,47,1874,17160,13,1936
