143,160,1,10,6520,31,13,84
144,586,2,1,701,46,7,94
145,120,1,5,6112,96,15,3
146,538,2,15,374,1,2,812
147,204,3,15,2772,83,8,165
148,273,3,12,3374,19,12,444
149,90,3,9,9691,63,11,531
150,137,1,3,4947,15,4,601
151,181,1,8,7577,10,10,86
152,519,3,12,5145,23,4,59
153,230,1,3,9358,33,4,943
154,22,1,16,4767,16,11,67
155,364,1,16,8554,67,7,627
156,734,2,4,7175,74,10,538
157,28,1,5,3445,13,5,222
158,1074,3,3,6832,34,15,276
159,364,2,10,6516,77,6,467
160,137,1,12,5645,19,12,66
161,106,1,10,8039,1,2,300
162,312,1,13,8432,97,14,938
163,115,1,10,9615,76,9,396
164,90,1,14,9182,23,4,492
165,156,3,15,9741,19,12,413
166,147,1,2,6383,87,10,505
167,620,2,4,5451,66,11,108
168,263,1,6,7544,91,2,489
169,315,3,4,280,81,7,77
170,705,3,8,1430,80,13,621
171,315,1,12,3589,43,5,863
172,1050,3,3,8780,34,15,141
173,632,2,4,9336,34,15,97
174,269,1,1,4691,42,15,155
175,20,1,14,3378,28,3,29
176,672,2,3,6721,80,13,59
177,792,2,7,7103,48,3,591
178,299,1,6,7567,39,6,794
179,957,3,8,779,16,11,802
180,490,2,9,7983,33,4,663
181,124,1,11,5511,79,13,614
182,278,1,14,8648,97,14,506
183,178,2,8,1408,48,3,254
184,108,2,12,2468,35,1,948
185,398,1,8,9487,29,3,597
186,538,2,10,8041,7,8,165
187,393,3,16,3798,19,12,983
188,339,3,13,8054,77,6,42
189,746,2,11,4331,55,2,859
190,738,2,7,9728,73,14,922
191,318,2,9,6342,13,5,246
192,1056,3,16,8560,54,13,700
193,197,1,7,1781,11,3,660
194,203,1,3,7434,46,7,777
195,489,3,1,7111,30,11,725
196,208,2,5,3611,40,3,842
197,459,3,4,1603,53,10,134
198,1107,3,5,1236,31,13,256
199,236,1,3,1212,60,5,41
200,798,2,9,3625,90,14,228
201,963,3,6,5852,23,4,289
202,184,1,13,6368,67,7,28
203,225,3,15,2316,16,11,901
204,347,1,4,5018,88,12,495
205,370,1,11,5896,6,5,611
206,316,2,14,2430,20,7,816
207,858,3,10,1255,43,5,964
208,351,1,8,5955,56,7,501
209,780,3,10,3112,38,2,786
210,133,1,8,9433,14,2,84
211,732,3,4,3366,18,12,222
212,252,3,10,3513,29,3,313
213,1014,3,10,8102,19,12,16
214,284,1,12,6570,3,14,259
215,624,3,1,3593,97,14,576
216,114,3,12,5808,31,13,146
217,87,3,12,9709,31,13,144
218,148,1,15,9505,4,9,194
219,432,3,14,7998,61,13,375
220,396,3,5,4466,90,14,432
221,318,1,4,154,19,12,655
222,136,2,12,336,33,4,877
223,266,2,1,3495,5,9,539
224,146,1,7,2456,34,15,134
225,730,2,15,1442,74,10,235
226,822,3,15,4175,63,11,876
227,213,3,8,8055,82,1,398
228,321,3,16,1924,3,14,846
229,274,2,11,8863,95,10,231
230,130,2,3,6005,32,12,228
231,474,2,7,2268,2,7,506
232,100,2,9,8996,29,3,193
233,292,1,9,8501,95,10,116
234,780,2,7,5501,23,4,749
235,386,1,8,7629,69,8,992
236,622,2,9,4240,6,5,873
237,576,3,11,3989,69,8,40
238,87,1,8,4571,56,7,269
239,867,3,4,4277,91,2,146
240,416,2,4,2470,76,9,599
241,183,3,11,4757,56,7,812
242,44,2,16,5876,90,14,753
243,462,3,12,3870,70,16,360
244,306,1,4,1708,88,12,36
245,358,1,9,925,23,4,134
246,566,2,14,8663,18,12,904
247,19,1,4,9386,83,8,351
248,480,3,12,8820,93,16,728
249,663,3,3,9135,38,2,247
250,382,1,13,2104,78,5,868
251,76,1,15,1477,31,13,11
252,141,1,1,248,67,7,614
253,562,2,11,9569,72,3,369
254,94,1,16,5407,64,2,87
255,948,3,13,1172,33,4,275
256,267,3,11,2723,39,6,118
257,217,1,16,5213,94,7,381
258,370,2,14,2277,21,10,266
259,1179,3,10,6444,1,2,43
260,262,1,6,9231,97,14,924
261,160,2,5,3931,31,13,682
262,885,3,6,4159,7,8,194
263,231,3,13,8683,41,8,718
264,44,2,16,4767,90,14,543
265,592,2,6,4647,77,6,871
266,207,1,6,805,29,3,554
267,966,3,1,3959,80,13,893
268,753,3,8,7597,70,16,944
269,666,2,14,667,100,8,216
270,397,1,14,2551,82,1,360
271,306,1,3,5035,47,2,24
272,783,3,6,5195,3,14,282
273,681,3,6,5752,65,4,800
274,748,2,10,6011,86,6,554
275,432,2,14,9958,37,15,733
276,412,2,12,3297,90,14,106
277,271,1,13,7115,3,14,518
278,698,2,9,4522,98,16,737
279,22,1,13,7773,41,8,733
280,84,2,14,1610,88,12,263
281,267,1,3,2558,99,1,347
282,290,2,7,7730,7,8,693
283,858,3,14,4562,98,16,777
284,960,3,9,9034,24,12,104
285,346,2,7,5145,22,7,577
286,237,1,4,7243,96,15,72
287,22,1,7,5956,95,10,515
288,170,2,9,4034,48,3,275
289,672,2,11,4746,69,8,761
290,333,1,16,3184,55,2,651
291,1038,3,14,3282,47,2,964
292,135,3,8,5126,46,7,174
293,61,1,12,9627,19,12,193
294,129,1,11,530,25,2,788
295,624,3,11,2470,99,1,170
296,454,2,8,8142,63,11,357
297,728,2,2,1140,26,6,88
298,1143,3,9,9900,81,7,391
299,370,2,3,785,70,16,733
300,444,2,4,2070,18,12,231
301,293,1,9,9000,66,11,239
302,429,3,10,7033,32,12,561
303,100,2,12,4727,26,6,584
304,360,1,6,6434,82,1,829
305,100,2,3,4198,43,5,405
306,762,3,11,3717,17,7,825
307,92,2,7,7545,65,4,119
308,676,2,12,3548,100,8,900
309,873,3,14,7815,57,14,877
310,456,3,16,9608,73,14,903
311,379,1,9,3439,12,16,457
312,612,2,4,8535,18,12,209
313,138,2,11,9737,58,11,931
314,177,1,15,8289,80,13,923
315,150,1,14,6289,34,15,288
316,81,3,13,3764,12,16,953
317,54,2,16,9431,49,2,64
318,380,1,11,5237,78,5,940
319,724,2,1,1105,77,6,495
320,110,1,7,9702,58,11,458
321,1089,3,6,1792,59,6,955
322,564,3,7,3408,55,2,834
323,57,1,15,1648,99,1,369
324,150,3,1,4198,21,10,399
325,392,1,15,5276,31,13,846
326,179,1,8,4395,74,10,586
327,107,1,11,675,42,15,224
328,1122,3,10,439,10,10,390
329,458,2,2,3194,97,14,533
330,198,1,10,6539,19,12,999
331,379,1,2,9689,69,8,380
332,252,2,6,8511,76,9,806
333,915,3,5,8706,54,13,24
334,187,1,8,7353,86,6,506
335,263,1,2,6358,30,11,557
336,20,2,3,3382,70,16,176
337,338,1,13,1650,93,16,145
338,172,2,11,2547,38,2,484
339,328,1,4,465,78,5,579
340,570,2,7,3917,76,9,931
341,771,3,14,2961,12,16,774
342,560,2,4,1903,60,5,672
343,354,3,11,6912,35,1,752
344,236,1,9,6261,81,7,235
345,117,3,16,1142,44,5,661
346,897,3,14,4834,75,11,948
347,51,1,5,5539,71,15,193
348,486,2,12,3566,75,11,514
349,361,1,16,1573,86,6,111
350,117,1,13,4237,45,10,783
351,258,3,9,796,100,8,175
352,378,1,2,2573,95,10,266
353,87,1,11,5433,90,14,940
354,225,3,3,5318,24,12,391
355,36,1,10,3750,81,7,308
356,903,3,7,9720,80,13,963
357,332,1,9,6266,71,15,498
358,369,3,2,9746,18,12,112
359,702,2,7,1382,42,15,348
360,411,3,10,4989,87,10,297
361,879,3,16,9252,97,14,829
362,198,1,11,1467,29,3,566
363,762,3,8,8444,65,4,456
364,570,3,2,1065,68,6,159
365,267,3,13,4261,26,6,223
366,54,1,14,228,49,2,728
367,134,2,5,9985,20,7,391
368,957,3,9,1898,5,9,254
369,705,3,8,5945,94,7,706
370,359,1,7,8528,10,10,508
371,174,2,15,8240,53,10,773
372,336,2,16,868,6,5,419
373,348,3,9,824,58,11,709
374,436,2,10,1433,42,15,673
375,29,1,4,4949,24,12,86
376,270,1,11,1937,80,13,257
377,192,1,11,2441,80,13,360
378,262,1,16,3003,79,13,12
379,172,2,2,7048,20,7,877
380,177,1,13,8121,70,16,419
381,92,1,12,1711,42,15,7
382,628,2,2,7290,64,2,900
383,588,2,2,5993,90,14,881
384,138,1,7,8164,11,3,45
385,630,2,4,3908,21,10,370
386,219,3,16,3161,76,9,829
387,310,2,10,1245,5,9,730
388,84,3,7,9335,87,10,977
389,774,3,12,830,72,3,320
390,568,2,8,1595,28,3,454
391,24,2,2,2347,35,1,77
392,192,3,7,1823,46,7,698
393,62,1,2,3891,52,13,550
394,686,2,7,3128,6,5,466
395,424,2,12,9692,37,15,97
396,117,3,9,1142,25,2,170
397,500,2,16,5935,26,6,994
398,496,2,4,8518,36,10,602
399,158,2,15,4192,20,7,451
400,54,1,10,2073,95,10,241
401,77,1,14,5883,70,16,970
402,248,2,3,1182,53,10,552
403,828,3,4,7679,24,12,106
404,550,2,3,5239,41,8,933
405,236,2,10,6912,36,10,601
406,501,3,7,3485,43,5,382
407,840,3,5,7185,80,13,128
408,674,2,8,5643,41,8,435
409,269,1,15,3222,43,5,832
410,567,3,11,2457,2,7,115
411,349,1,10,293,57,14,572
412,168,3,12,9893,14,2,147
413,380,2,10,6663,84,8,949
414,540,2,10,1718,86,6,718
415,156,3,16,6058,9,2,266
416,153,3,14,358,10,10,983
417,1155,3,3,3362,15,4,726
418,216,3,11,8647,3,14,541
419,1152,3,10,6293,39,6,441
420,582,2,11,7901,43,5,573
421,771,3,13,2747,25,2,553
422,876,3,14,2758,3,14,173
423,762,3,4,2143,40,3,466
424,318,3,13,5778,24,12,333
425,85,1,16,3488,36,10,71
426,134,2,4,6202,51,7,37
427,434,2,1,8553,33,4,582
428,580,2,7,4488,42,15,577
429,654,3,5,3647,34,15,735
430,196,1,13,4795,72,3,368
431,50,2,8,5925,18,12,335
432,138,1,4,1679,93,16,781
433,768,3,16,6125,10,10,817
434,80,1,12,5789,28,3,676
435,81,1,8,2123,51,7,527
436,795,3,1,4879,19,12,167
437,718,2,5,7654,97,14,753
438,295,1,7,3945,9,2,810
439,190,2,14,8487,24,12,603
440,126,2,13,463,57,14,373
441,295,1,7,5840,56,7,490
442,963,3,3,5790,38,2,169
443,672,3,6,7280,25,2,668
444,195,3,14,4745,94,7,713
445,366,2,5,1503,38,2,64
446,207,1,11,805,49,2,579
447,960,3,5,6934,28,3,858
448,282,2,1,2595,96,15,498
449,155,1,4,3270,31,13,906
450,160,1,11,369,89,1,846
451,534,3,1,1812,35,1,702
452,308,2,4,1231,80,13,689
453,172,2,4,7561,99,1,79
454,266,2,8,8552,91,2,186
455,724,2,5,2795,95,10,103
456,669,3,11,3123,1,2,680
457,766,2,7,3607,73,14,313
458,525,3,8,3673,23,4,260
459,1110,3,8,2683,98,16,272
460,672,2,2,9705,77,6,69
461,229,1,13,9882,91,2,438
462,1077,3,14,3341,94,7,230
463,40,1,1,555,70,16,12
464,927,3,5,8319,35,1,325
465,504,2,16,77,97,14,688
466,68,2,2,9748,4,9,357
467,372,1,1,7496,82,1,836
468,381,3,15,5819,5,9,503
469,1074,3,2,1890,54,13,245
470,292,1,9,7817,28,3,138
471,876,3,10,4205,53,10,88
472,303,1,13,6946,97,14,441
473,402,3,13,7318,89,1,518
474,352,1,4,3612,53,10,309
475,121,1,4,3682,71,15,63
476,57,3,2,9044,65,4,552
477,45,3,8,7916,16,11,563
478,924,3,1,4197,68,6,573
479,434,2,3,4406,68,6,479
480,330,3,6,9702,44,5,79
481,1026,3,3,8413,15,4,276
482,253,1,12,4738,99,1,244
483,294,3,14,799,55,2,634
484,1086,3,5,398,78,5,117
485,26,1,3,6754,99,1,127
486,747,3,6,8932,92,5,240
487,798,2,6,6863,3,14,830
488,42,3,5,820,62,16,984
489,220,2,4,3794,10,10,116
490,604,2,16,2348,37,15,856
491,506,2,12,456,10,10,901
492,444,3,14,6719,44,5,212
493,314,1,2,359,69,8,765
494,170,2,14,7832,32,12,478
495,855,3,2,7367,84,8,987
496,696,2,3,509,3,14,391
497,86,1,11,6426,69,8,146
498,322,2,3,3305,66,11,859
499,111,1,16,4359,69,8,640
500,552,2,8,3114,82,1,331
501,404,2,5,4777,85,15,888
502,289,1,10,7946,85,15,941
503,54,1,13,1406,57,14,128
504,663,3,10,8804,34,15,822
505,1077,3,12,1572,71,15,225
506,1074,3,6,6827,7,8,312
507,782,2,15,7934,84,8,560
508,740,2,8,5049,76,9,934
509,318,3,14,3757,18,12,843
510,378,1,1,1782,87,10,370
511,573,3,4,2334,95,10,369
512,819,3,1,7902,72,3,928
513,356,2,12,3190,33,4,43
514,346,2,4,6286,72,3,62
515,391,1,15,1894,11,3,484
516,283,1,16,6562,95,10,754
517,810,3,5,1937,2,7,40
518,351,3,8,8539,99,1,806
519,627,3,10,5185,14,2,529
520,295,1,16,7899,58,11,95
521,654,3,14,8231,67,7,309
522,819,3,7,4218,77,6,338
523,376,2,1,9866,8,13,452
524,1038,3,13,7933,31,13,494
525,135,1,6,5396,83,8,790
526,807,3,13,8516,43,5,725
527,192,3,3,6728,29,3,698
528,147,3,3,4387,5,9,668
529,162,2,10,2360,66,11,596
530,614,2,12,9663,92,5,788
531,102,3,9,7601,51,7,797
532,318,1,4,8190,22,7,633
533,214,2,10,2037,41,8,92
534,550,2,12,8504,44,5,75
535,130,2,16,2893,4,9,177
536,90,2,14,3640,64,2,268
537,165,3,15,1331,39,6,818
538,180,2,1,6327,57,14,55
539,149,1,11,919,75,11,168
540,612,3,4,7883,84,8,683
541,47,1,12,5937,81,7,215
542,644,2,11,931,61,13,516
543,242,1,10,7991,47,2,855
544,50,1,9,8584,34,15,706
545,594,3,6,4620,98,16,813
546,182,2,16,2295,67,7,628
547,230,1,8,9327,23,4,945
548,29,1,9,7792,53,10,582
549,284,1,6,7203,57,14,970
550,384,1,10,3713,35,1,554
551,726,2,14,5594,69,8,201
552,315,1,3,124,5,9,632
553,436,2,2,3647,93,16,827
554,514,2,9,2164,2,7,277
555,728,2,10,2974,35,1,755
556,960,3,2,7452,35,1,113
557,548,2,2,8891,4,9,531
558,879,3,4,9252,23,4,830
559,273,1,4,7004,15,4,124
560,42,3,16,2029,84,8,24
561,278,2,15,4993,46,7,999
562,420,3,16,4186,96,15,325
563,423,3,16,9485,21,10,307
564,96,1,1,8095,39,6,656
565,1059,3,12,9217,93,16,644
566,168,3,14,1240,97,14,367
567,63,1,4,5256,30,11,306
568,702,3,12,9952,69,8,403
569,84,3,3,5104,85,15,903
570,768,3,7,1219,49,2,63
571,444,2,11,5043,31,13,813
572,98,1,9,7950,9,2,135
573,195,1,6,6152,8,13,462
574,344,1,16,6519,14,2,867
575,327,1,15,7888,17,7,442
576,106,1,2,635,96,15,24
577,428,2,5,2026,52,13,452
578,302,1,16,5153,26,6,404
579,352,1,8,4384,21,10,756
580,399,1,12,3541,15,4,26
581,694,2,14,4279,38,2,967
582,592,2,5,2847,56,7,770
583,759,3,9,616,55,2,687
584,927,3,13,9988,73,14,114
585,867,3,10,7946,59,6,330
586,53,1,10,6983,66,11,852
587,292,2,10,9069,29,3,162
588,828,3,1,2639,95,10,984
589,466,2,2,1977,46,7,822
590,315,3,13,6755,11,3,395
591,154,2,6,2590,96,15,689
592,714,3,15,8425,43,5,607
593,83,1,6,2049,36,10,342
594,25,1,8,2452,94,7,61
595,396,2,2,2101,28,3,285
596,692,2,8,7957,27,7,383
597,260,1,9,2715,11,3,314
598,198,3,13,6669,13,5,549
599,290,2,6,4054,31,13,257
600,792,2,9,41,84,8,522
601,309,1,11,5969,8,13,187
602,260,2,3,917,23,4,842
603,822,3,14,2661,90,14,544
604,368,2,10,880,48,3,879
605,322,1,11,7696,42,15,662
606,126,2,13,8139,21,10,521
607,924,3,16,2338,38,2,241
608,615,3,11,2096,51,7,163
609,374,2,13,3261,3,14,677
610,110,2,15,2153,62,16,155
611,140,1,10,2877,22,7,997
612,216,3,6,6794,15,4,627
613,298,2,1,5338,32,12,946
614,558,2,3,5982,50,11,699
615,954,3,3,8587,27,7,345
616,740,2,7,4428,58,11,97
617,304,2,2,2105,75,11,563
618,933,3,5,7344,100,8,167
619,532,2,15,6061,76,9,861
620,634,2,13,1569,69,8,68
621,408,2,10,8781,5,9,700
622,372,1,6,3869,91,2,390
623,704,2,12,6605,60,5,747
624,282,1,1,9268,40,3,293
625,87,1,5,4109,95,10,382
626,36,2,9,3933,83,8,332
627,318,1,8,3245,20,7,732
628,263,1,10,208,37,15,23
629,272,2,15,3922,60,5,280
630,726,2,9,4143,37,15,673
631,604,2,11,461,97,14,744
632,676,2,9,6940,80,13,503
633,1116,3,4,4269,2,7,378
634,846,3,10,3006,27,7,68
635,666,2,13,5825,66,11,579
636,294,2,2,3684,63,11,458
637,79,1,11,4900,88,12,961
638,477,3,7,320,32,12,19
639,660,2,6,9012,99,1,278
640,650,2,7,477,77,6,132
641,171,1,3,7433,66,11,834
642,585,3,7,1054,5,9,122
643,453,3,10,5529,88,12,371
644,234,3,2,4845,76,9,867
645,69,1,9,7717,68,6,150
646,364,2,10,9813,4,9,589
647,538,2,11,7656,11,3,163
648,22,1,5,1566,62,16,774
649,114,1,11,629,5,9,65
650,382,2,7,5934,15,4,865
651,186,3,14,646,98,16,232
652,339,1,4,8814,33,4,595
653,244,1,4,832,20,7,580
654,36,1,8,5787,41,8,109
655,165,3,1,3304,11,3,90
656,315,1,13,1253,15,4,468
657,199,1,5,4596,40,3,122
658,646,2,1,8633,61,13,574
659,80,1,15,6207,66,11,722
660,68,2,10,23,2,7,235
661,242,1,2,9410,35,1,950
662,360,2,14,6385,3,14,782
663,105,3,15,498,47,2,107
664,783,3,5,5195,74,10,457
665,150,2,15,2970,9,2,903
666,18,1,3,5848,93,16,494
667,561,3,11,2454,70,16,811
668,614,2,3,5172,99,1,296
669,746,2,11,5010,89,1,808
670,754,2,13,6777,2,7,114
671,294,2,8,9458,54,13,476
672,124,2,9,1841,61,13,453
673,160,1,12,8867,35,1,188
674,350,2,12,2249,52,13,610
675,121,1,4,7805,33,4,555
676,456,2,6,7716,64,2,829
677,160,1,4,7117,49,2,646
678,381,1,4,4224,10,10,271
679,828,3,15,7622,4,9,848
680,304,1,9,7232,3,14,480
681,51,3,13,130,59,6,576
682,325,1,3,956,84,8,947
683,313,1,3,3797,92,5,342
684,408,2,6,2839,63,11,174
685,90,2,8,6238,97,14,890
686,620,2,2,5466,30,11,84
687,111,3,10,1804,80,13,265
688,313,1,14,4665,95,10,209
689,404,2,2,9906,4,9,577
690,156,3,16,3149,33,4,723
691,113,1,1,9310,39,6,131
692,304,2,4,6923,34,15,187
693,273,1,9,7902,80,13,736
694,166,1,10,2652,63,11,305
695,355,1,3,4629,28,3,225
696,548,2,1,6309,62,16,96
697,303,3,4,8674,77,6,400
698,334,2,15,6158,66,11,418
699,353,1,12,311,15,4,489
700,921,3,16,7981,84,8,475
701,102,2,7,9916,8,13,459
702,1047,3,2,728,32,12,209
703,258,1,6,5257,44,5,409
704,688,2,7,3247,98,16,195
705,110,2,4,663,43,5,161
706,400,2,16,2967,61,13,59
707,1137,3,5,6691,18,12,237
708,94,1,2,2830,9,2,91
709,538,2,14,1368,17,7,290
710,39,1,11,2923,74,10,684
711,336,1,13,4130,82,1,667
712,528,2,6,2771,1,2,474
713,126,2,15,1498,96,15,300
714,325,1,13,1226,57,14,565
715,740,2,15,8650,26,6,828
716,9,1,6,1520,40,3,622
717,224,1,6,1832,76,9,19
718,634,2,13,4918,3,14,749
719,48,1,13,2310,33,4,594
720,75,3,8,8153,16,11,130
721,546,3,2,6516,30,11,329
722,103,1,3,963,60,5,123
723,55,1,2,6223,36,10,937
724,478,2,7,7828,19,12,951
725,128,1,12,1500,15,4,288
726,484,2,10,7991,39,6,399
727,343,1,2,5166,32,12,577
728,133,1,9,6603,14,2,687
729,250,2,12,8318,57,14,670
730,363,3,16,5566,80,13,751
731,151,1,10,1085,17,7,652
732,1098,3,10,1559,68,6,56
733,282,1,11,1017,83,8,905
734,59,1,16,1956,67,7,983
735,207,1,15,7480,80,13,749
736,422,2,5,375,78,5,873
737,168,3,15,729,7,8,340
738,27,1,8,5061,87,10,837
739,666,3,6,4112,17,7,52
740,999,3,12,5367,8,13,362
741,534,3,16,9361,29,3,679
742,243,1,10,5977,10,10,499
743,313,1,3,552,45,10,403
744,724,2,9,7195,19,12,607
745,165,3,1,5155,24,12,88
746,501,3,15,6158,78,5,640
747,37,1,16,209,18,12,992
748,215,1,2,9986,5,9,552
749,198,3,9,8725,71,15,704
750,333,3,15,604,54,13,699
751,204,3,5,7387,27,7,198
752,151,1,9,6056,14,2,669
753,822,3,3,6096,62,16,466
754,538,2,7,5284,70,16,58
755,124,2,7,7523,76,9,598
756,190,2,9,6164,97,14,470
757,378,2,5,6189,12,16,645
758,341,1,11,9350,20,7,519
759,126,3,15,1308,76,9,21
760,342,2,2,9109,47,2,758
761,510,2,13,9314,67,7,483
762,37,1,13,5453,83,8,352
763,1173,3,16,8345,57,14,124
764,36,1,3,6381,51,7,521
765,963,3,7,3176,32,12,201
766,204,2,11,5987,42,15,403
767,732,3,6,2119,44,5,322
768,128,2,15,766,72,3,773
769,140,2,15,1292,46,7,535
770,372,1,15,4501,92,5,13
771,115,1,13,571,64,2,133
772,740,2,7,2442,85,15,30
773,314,1,4,5670,40,3,197
774,159,1,2,670,82,1,686
775,602,2,7,8828,26,6,226
776,346,2,5,2574,67,7,424
777,435,3,8,5364,81,7,821
778,543,3,12,996,8,13,828
779,636,2,2,3712,84,8,822
780,840,3,2,886,46,7,314
781,507,3,12,5159,18,12,401
782,32,1,2,1096,44,5,820
783,149,1,16,434,30,11,687
784,111,3,15,2519,37,15,914
785,186,2,7,8914,84,8,514
786,222,3,13,9084,87,10,22
787,248,1,10,5173,12,16,551
788,453,3,7,2044,63,11,294
789,1068,3,2,3914,75,11,753
790,141,1,8,2595,51,7,264
791,301,1,13,8571,11,3,639
792,76,1,10,9552,70,16,257
793,277,1,16,4341,65,4,184
794,165,3,5,6155,81,7,573
795,796,2,3,5075,73,14,718
796,462,3,8,2086,100,8,62
797,891,3,15,7066,39,6,619
798,214,2,3,2037,91,2,138
799,618,3,6,8341,63,11,939
800,784,2,14,9927,87,10,974
801,834,3,13,3036,59,6,399
802,628,2,16,4916,65,4,928
803,612,2,1,8699,48,3,384
804,306,2,12,4369,61,13,478
805,240,3,12,35,58,11,278
806,182,1,9,4449,91,2,285
807,134,1,9,8782,98,16,560
808,544,2,4,9087,12,16,148
809,88,1,12,5030,65,4,585
810,369,3,16,7094,94,7,916
811,348,2,12,5040,24,12,691
812,684,2,15,3571,42,15,763
813,568,2,14,8748,95,10,552
814,360,2,10,3467,31,13,583
815,272,2,5,9776,42,15,493
816,654,3,6,5218,95,10,970
817,825,3,9,3324,77,6,789
818,209,1,10,4148,41,8,421
819,180,2,2,5948,37,15,609
820,200,1,9,5020,50,11,300
821,558,2,2,9704,56,7,352
822,232,2,4,6090,10,10,545
823,1092,3,7,9120,19,12,652
824,650,2,16,8774,43,5,880
825,350,2,5,3545,60,5,965
826,208,2,15,9619,42,15,740
